"taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory"								
"2902045	Hamelia cuprea Griseb.	2902045	Hamelia cuprea Griseb.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Hamelia	2902033	Hamelia cuprea	2902045	NE"								
"3054214	Cleome viscosa L.	6370562	Arivela viscosa (L.) Raf.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Cleomaceae	3845332	Arivela	6370561	Arivela viscosa	6370562	NE"								
"5184785	Porites astreoides Lamarck"	" 1816	5184785	Porites astreoides Lamarck"	" 1816	598	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Poritidae	9241	Porites	3250147	Porites astreoides	5184785	LC"						
"5193457	Purpura patula (Linnaeus"	" 1758)	2304449	Plicopurpura patula (Linnaeus"	" 1758)	2	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Muricidae	2304120	Plicopurpura	2304448	Plicopurpura patula	2304449	NE"						
"5295726	Smilax havanensis Jacq.	5295726	Smilax havanensis Jacq.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Smilacaceae	7702	Smilax	2740627	Smilax havanensis	5295726	NE"								
"5310490	Triphora gentianoides (Sw.) Nutt. ex Ames & Schltr.	5310490	Triphora gentianoides (Sw.) Nutt. ex Ames & Schltr.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Triphora	2803189	Triphora gentianoides	5310490	NE"								
"6496540	Isotriphora peetersae (Moolenbeek & Faber"	" 1989)	6496540	Isotriphora peetersae (Moolenbeek & Faber"	" 1989)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Triphoridae	2660	Isotriphora	4611026	Isotriphora peetersae	6496540	NE"						
"11226557	Brachypodella erratica Pilsbry"	" 1930	8881234	Brachypodella caymanensis Pilsbry"	" 1930	22	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Urocoptidae	2618	Brachypodella	3243915	Brachypodella caymanensis	8881234	NE"						
"2149089	Xeropigo tridentiger (O.Pickard-Cambridge"	" 1870)	2149089	Xeropigo tridentiger (O.Pickard-Cambridge"	" 1870)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Corinnidae	3402	Xeropigo	2149087	Xeropigo tridentiger	2149089	NE"						
"2220838	Siriella chessi Murano"	" 1986	2220838	Siriella chessi Murano"	" 1986	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Mysida	841	Mysidae	5404	Siriella	2220810	Siriella chessi	2220838	NE"						
"2304356	Stramonita Schumacher"	" 1817	2304356	Stramonita Schumacher"	" 1817	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Muricidae	2304120	Stramonita	2304356			"						
"2373969	Thunnus atlanticus (Lesson"	" 1831)	2373969	Thunnus atlanticus (Lesson"	" 1831)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Scombridae	8596	Thunnus	2373932	Thunnus atlanticus	2373969	LC"						
"2644853	Petrosiphon adhaerens M.A.Howe	2644853	Petrosiphon adhaerens M.A.Howe	2	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Siphonocladales	1365	Valoniaceae	4861	Petrosiphon	2644852	Petrosiphon adhaerens	2644853	NE"								
"2840119	Oeceoclades maculata (Lindl.) Lindl.	2840119	Oeceoclades maculata (Lindl.) Lindl.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Oeceoclades	2840107	Oeceoclades maculata	2840119	LC"								
"2925390	Citharexylum fruticosum L.	2925396	Citharexylum spinosum L.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Verbenaceae	6689	Citharexylum	7853269	Citharexylum spinosum	2925396	NE"								
"4613902	Colobostylus Crosse & P.Fischer"	" 1888	4613902	Colobostylus Crosse & P.Fischer"	" 1888	57	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Annulariidae	2683	Colobostylus	4613902			"						
"5321877	Ionopsis utricularioides (Sw.) Lindl.	5321877	Ionopsis utricularioides (Sw.) Lindl.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Ionopsis	2834188	Ionopsis utricularioides	5321877	NE"								
"5382780	Phyllanthus urinaria L.	5382780	Phyllanthus urinaria L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Phyllanthaceae	8807	Phyllanthus	3061139	Phyllanthus urinaria	5382780	NE"								
"5421024	Ludwigia peruviana (L.) Hara	5421024	Ludwigia peruviana (L.) Hara	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Ludwigia	3189286	Ludwigia peruviana	5421024	NE"								
"5711906	Leptoseris cucullata (Ellis & Solander"	" 1786)	2260491	Helioseris cucullata (Ellis & Solander"	" 1786)	2	SPECIES	SYNONYM	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Agariciidae	3932	Helioseris	2260490	Helioseris cucullata	2260491	LC"						
"7851084	Leucozonia nassa leucozonalis (Lamarck"	" 1822)	6505564	Leucozonia leucozonalis (Lamarck"	" 1822)	23	SUBSPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Fasciolariidae	6776	Leucozonia	2303993	Leucozonia leucozonalis	6505564	"						
"9045948	Dictyosphaeria ocellata (M.A.Howe) J.L.Olsen	9045948	Dictyosphaeria ocellata (M.A.Howe) J.L.Olsen	3	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Siphonocladales	1365	Siphonocladaceae	4860	Dictyosphaeria	8120158	Dictyosphaeria ocellata	9045948	NE"								
"10750015	Rinodina colobinoides (Nyl.) Müll.Arg.	10750015	Rinodina colobinoides (Nyl.) Müll.Arg.	1	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Caliciales	10861608	Physciaceae	8369	Rinodina	2599871	Rinodina colobinoides	10750015	NE"								
"10810104	Bellactis caeruleus Ocaña"	 den Hartog & Brito	" 2015	10810104	Bellactis caeruleus Ocaña"	 den Hartog & Brito	" 2015	3	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Actiniaria	705	Aiptasiidae	9204	Bellactis	2257861	Bellactis caeruleus	10810104	NE"				
"1456	Stylommatophora	1456	Stylommatophora	1	ORDER	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456							"								
"2092203	Protopulvinaria pyriformis Cockerell"	" 1894	8006995	Protopulvinaria pyriformis (Cockerell"	" 1894)	3	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Coccidae	6963	Protopulvinaria	2092195	Protopulvinaria pyriformis	8006995	NE"						
"2286858	Tellina alternata Say"	" 1822	4949798	Eurytellina alternata (Say"	" 1822)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Cardiida	9529005	Tellinidae	3448	Eurytellina	4588818	Eurytellina alternata	4949798	NE"						
"2292939	Synaptocochlea picta (d'Orbigny"	" 1847)	2292939	Synaptocochlea picta (d'Orbigny"	" 1847)	6	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Trochida	9715180	Trochidae	2856	Synaptocochlea	2292937	Synaptocochlea picta	2292939	NE"						
"2299295	Rissoina d'Orbigny"	" 1841	2299295	Rissoina d'Orbigny"	" 1841	9	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Rissoinidae	4613076	Rissoina	2299295			"						
"2381293	Kyphosus sectatrix (Linnaeus"	" 1758)	2381293	Kyphosus sectatrix (Linnaeus"	" 1758)	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Kyphosidae	4279	Kyphosus	2381286	Kyphosus sectatrix	2381293	LC"						
"2643093	Caulerpa racemosa (Forssk.) J.Agardh	2643093	Caulerpa racemosa (Forssk.) J.Agardh	3	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Caulerpaceae	4674	Caulerpa	2642861	Caulerpa racemosa	2643093	NE"								
"2731077	Remirea maritima Aubl.	2731082	Cyperus pedunculatus (R.Br.) J.Kern	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Cyperus	2713455	Cyperus pedunculatus	2731082	NE"								
"3150256	Pseudogynoxys chenopodioides (Kunth) Cabrera	3150256	Pseudogynoxys chenopodioides (Kunth) Cabrera	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Pseudogynoxys	3150249	Pseudogynoxys chenopodioides	3150256	NE"								
"3200195	Padina boergesenii Allender & Kraft	3200195	Padina boergesenii Allender & Kraft	2	SPECIES	ACCEPTED	Chromista	4	Ochrophyta	98	Phaeophyceae	7073593	Dictyotales	1180	Dictyotaceae	7725	Padina	3200149	Padina boergesenii	3200195	NE"								
"4107229	Paspalum millegranum Schrad.	4107229	Paspalum millegranum Schrad.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Paspalum	2705540	Paspalum millegranum	4107229	NE"								
"5160051	Orthezia insignis Browne"	" 1887	8370390	Insignorthezia insignis (Browne"	" 1887)	7	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Ortheziidae	4530	Insignorthezia	2079567	Insignorthezia insignis	8370390	NE"						
"5178209	Heteromysis coralina Modlin"	" 1987	5178209	Heteromysis coralina Modlin"	" 1987	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Mysida	841	Mysidae	5404	Heteromysis	5178152	Heteromysis coralina	5178209	NE"						
"5204781	Holocentrus longipinne Cuvier"	" 1829	5204778	Holocentrus adscensionis (Osbeck"	" 1765)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Actinopterygii	204	Beryciformes	499	Holocentridae	7195	Holocentrus	3241028	Holocentrus adscensionis	5204778	NE"						
"5272029	Bryopsis plumosa (Hudson) C.Agardh	5272029	Bryopsis plumosa (Hudson) C.Agardh	1	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Bryopsidaceae	8774	Bryopsis	2642534	Bryopsis plumosa	5272029	NE"								
"6177454	Colaptes auratus chrysocaulosus Gundlach"	" 1858	6177454	Colaptes auratus chrysocaulosus Gundlach"	" 1858	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Colaptes	11016979	Colaptes auratus	2478259	"						
"7060978	Myiarchus sagrae sagrae	7060978	Myiarchus sagrae sagrae	57	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiarchus	2483527	Myiarchus sagrae	2483573	"								
"7886820	Gephyrocapsa Kamptner"	" 1943	7886820	Gephyrocapsa Kamptner"	" 1943	56	GENUS	ACCEPTED	Chromista	4	Haptophyta	70	Prymnesiophyceae	258	Isochrysidales	1085	Noelaerhabdaceae	2908	Gephyrocapsa	7886820			"						
"2008095	Heraeus triguttatus (Guerin-Meneville"	" 1857)	2008095	Heraeus triguttatus (Guerin-Meneville"	" 1857)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Rhyparochromidae	4326	Heraeus	2008093	Heraeus triguttatus	2008095	NE"						
"2224502	Spongiocaris hexactinellicola Berggren"	" 1993	2224502	Spongiocaris hexactinellicola Berggren"	" 1993	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Spongicolidae	7012	Spongiocaris	2224501	Spongiocaris hexactinellicola	2224502	NE"						
"2241017	Forcepia Carter"	" 1874	2241017	Forcepia Carter"	" 1874	1	GENUS	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Poecilosclerida	668	Coelosphaeridae	8981	Forcepia	2241017			"						
"2256804	Cribrinopsis fernaldi Siebert & Spaulding"	" 1976	2256804	Cribrinopsis fernaldi Siebert & Spaulding"	" 1976	1	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Actiniaria	705	Actiniidae	5688	Cribrinopsis	2256802	Cribrinopsis fernaldi	2256804	NE"						
"2258179	Gorgonia Linnaeus"	" 1758	2258179	Gorgonia Linnaeus"	" 1758	1	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Alcyonacea	1437	Gorgoniidae	8198	Gorgonia	2258179			"						
"2306516	Callistochiton shuttleworthianus Pilsbry"	" 1893	2306516	Callistochiton shuttleworthianus Pilsbry"	" 1893	3	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Polyplacophora	346	Chitonida	8278247	Callistoplacidae	4305072	Callistochiton	10840033	Callistochiton shuttleworthianus	2306516	NE"						
"2376033	Lophogobius cyprinoides (Pallas"	" 1770)	2376033	Lophogobius cyprinoides (Pallas"	" 1770)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Gobiidae	4274	Lophogobius	2376031	Lophogobius cyprinoides	2376033	LC"						
"2377827	Coryphopterus alloides Böhlke & Robins"	" 1960	2377827	Coryphopterus alloides Böhlke & Robins"	" 1960	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Gobiidae	4274	Coryphopterus	2377815	Coryphopterus alloides	2377827	VU"						
"2652689	Murrayella periclados (C.Agardh) F.Schmitz	2652689	Murrayella periclados (C.Agardh) F.Schmitz	5	SPECIES	ACCEPTED	Plantae	6	Rhodophyta	106	Florideophyceae	342	Ceramiales	665	Rhodomelaceae	4895	Murrayella	2652688	Murrayella periclados	2652689	NE"								
"3084371	Pilosocereus royenii (L.) Byles & G.D.Rowley	3084371	Pilosocereus royenii (L.) Byles & G.D.Rowley	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Cactaceae	2519	Pilosocereus	3084370	Pilosocereus royenii	3084371	LC"								
"3171192	Agalinis Raf.	3171192	Agalinis Raf.	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Orobanchaceae	6651	Agalinis	3171192			NE"								
"5215913	Himantura jenkinsii (Annandale"	" 1909)	9400747	Pateobatis jenkinsii (Annandale"	" 1909)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Elasmobranchii	121	Myliobatiformes	8214029	Dasyatidae	2195	Pateobatis	8470406	Pateobatis jenkinsii	9400747	VU"						
"5273075	Valonia ventricosa J.Agardh	5273075	Valonia ventricosa J.Agardh	5	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Siphonocladales	1365	Valoniaceae	4861	Valonia	2644857	Valonia ventricosa	5273075	NE"								
"5381161	Phyllanthus nutans subsp. grisebachianus (Müll.Arg.) G.L.Webster	5381161	Phyllanthus nutans subsp. grisebachianus (Müll.Arg.) G.L.Webster	1	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Phyllanthaceae	8807	Phyllanthus	3061139	Phyllanthus nutans	5381156	DD"								
"5577805	Allophylus cominia var. caymanensis Proctor	5577801	Allophylus cominia var. decalvatus Radlk.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Allophylus	3189992	Allophylus cominia	7265001	"								
"5710317	Chara hornemannii Wallman	5710317	Chara hornemannii Wallman	1	SPECIES	ACCEPTED	Plantae	6	Charophyta	7819616	Charophyceae	328	Charales	626	Characeae	8782	Chara	2637982	Chara hornemannii	5710317	NE"								
"5711962	Salpa cylindrica Cuvier"	" 1804	5232496	Iasis cylindrica (Cuvier"	" 1804)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Thaliacea	207	Salpida	1156	Salpidae	7343	Iasis	5232494	Iasis cylindrica	5232496	NE"						
"6480142	Latocestus caribbeanus Prudhoe"	" 1944	6480141	Eulatocestus caribbeanus (Prudhoe"	" 1944)	1	SPECIES	SYNONYM	Animalia	1	Platyhelminthes	108			Polycladida	429	Latocestidae	6374	Eulatocestus	4859499	Eulatocestus caribbeanus	6480141	NE"						
"7190918	Eretmochelys imbricata imbricata	7190918	Eretmochelys imbricata imbricata	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Reptilia	358	Testudines	793	Cheloniidae	9413	Eretmochelys	2442206	Eretmochelys imbricata	8841716	"								
"2222789	Calappa Weber"	" 1795	2222789	Calappa Weber"	" 1795	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Calappidae	8029	Calappa	2222789			"						
"2294129	Rumina decollata (Linnaeus"	" 1758)	2294129	Rumina decollata (Linnaeus"	" 1758)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Achatinidae	2630	Rumina	2294128	Rumina decollata	2294129	NE"						
"2294134	Opeas Albers"	" 1850	2294134	Opeas Albers"	" 1850	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Achatinidae	2630	Opeas	2294134			NE"						
"2346029	Otophidium dormitator Böhlke & Robins"	" 1959	2346029	Otophidium dormitator Böhlke & Robins"	" 1959	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Ophidiiformes	1308	Ophidiidae	8476	Otophidium	2346023	Otophidium dormitator	2346029	LC"						
"2381190	Sectator ocyurus (Jordan & Gilbert"	" 1882)	7901252	Kyphosus ocyurus (Jordan & Gilbert"	" 1882)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Kyphosidae	4279	Kyphosus	2381286	Kyphosus ocyurus	7901252	NE"						
"2400602	Mugil trichodon Poey"	" 1875	2400602	Mugil trichodon Poey"	" 1875	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Mugiliformes	1067	Mugilidae	8473	Mugil	7822511	Mugil trichodon	2400602	LC"						
"2642899	Caulerpa cupressoides var. lycopodium Weber Bosse	2642899	Caulerpa cupressoides var. lycopodium Weber Bosse	2	VARIETY	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Caulerpaceae	4674	Caulerpa	2642861	Caulerpa cupressoides	2642884	"								
"2643520	Rhipiliopsis A.Gepp & E.S.Gepp"	" 1911	2643520	Rhipiliopsis A.Gepp & E.S.Gepp"	" 1911	5	GENUS	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Rhipiliaceae	6784714	Rhipiliopsis	2643520			"						
"4361884	Pyrgophorus coronatus (L.Pfeiffer"	" 1840)	4361884	Pyrgophorus coronatus (L.Pfeiffer"	" 1840)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Cochliopidae	5784108	Pyrgophorus	2299855	Pyrgophorus coronatus	4361884	NE"						
"4985410	Amathia pinnata Kirkpatrick"	" 1888	4985410	Amathia pinnata Kirkpatrick"	" 1888	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Gymnolaemata	252	Ctenostomatida	998	Vesiculariidae	6904	Amathia	1010211	Amathia pinnata	4985410	NE"						
"5190353	Lithopoma tectum (Lightfoot)"	" 1786	5190353	Lithopoma tectum (Lightfoot)"	" 1786	3	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Trochida	9715180	Turbinidae	6802	Lithopoma	2293219	Lithopoma tectum	5190353	NE"						
"5276551	Amphiroa rigida J.V.Lamour.	5276551	Amphiroa rigida J.V.Lamour.	1	SPECIES	ACCEPTED	Plantae	6	Rhodophyta	106	Florideophyceae	342	Corallinales	670	Corallinaceae	4919	Amphiroa	2656090	Amphiroa rigida	5276551	NE"								
"6093646	Turdus plumbeus coryi (Sharpe"	" 1902)	6093646	Turdus plumbeus coryi (Sharpe"	" 1902)	60	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus plumbeus	2490751	"						
"10133494	BOLD:AAC3787	10133494	BOLD:AAC3787	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Apogonidae	4236	Apogon	2384396	Apogon lachneri	5211678	"								
"2221751	Parribacus antarcticus (Lund"	" 1793)	2221751	Parribacus antarcticus (Lund"	" 1793)	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Scyllaridae	9685	Parribacus	2221746	Parribacus antarcticus	2221751	LC"						
"2225168	Periclimenes harringtoni Lebour"	" 1949	2225168	Periclimenes harringtoni Lebour"	" 1949	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Palaemonidae	8654	Periclimenes	2225054	Periclimenes harringtoni	2225168	NE"						
"2248236	Jaspis Gray"	" 1867	2248236	Jaspis Gray"	" 1867	1	GENUS	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Tetractinellida	7544483	Ancorinidae	8116	Jaspis	2248236			"						
"2258993	Coenosmilia arbuscula Pourtalès"	" 1874	2258936	Anomocora fecunda (Pourtalès"	" 1871)	1	SPECIES	SYNONYM	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Caryophylliidae	11260974	Anomocora	2258932	Anomocora fecunda	2258936	NE"						
"2259090	Deltocyathus calcar Pourtalès"	" 1874	2259090	Deltocyathus calcar Pourtalès"	" 1874	2	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Deltocyathidae	8280145	Deltocyathus	2259064	Deltocyathus calcar	2259090	NE"						
"2295897	Praticolella griseola (L.Pfeiffer"	" 1841)	2295897	Praticolella griseola (L.Pfeiffer"	" 1841)	23	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Polygyridae	2624	Praticolella	2295895	Praticolella griseola	2295897	NE"						
"2381286	Kyphosus Lacepède"	" 1801	2381286	Kyphosus Lacepède"	" 1801	6	GENUS	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Kyphosidae	4279	Kyphosus	2381286			NE"						
"2386772	Paradiplogrammus bairdi (Jordan"	" 1888)	2386771	Callionymus bairdi Jordan"	" 1888	6	SPECIES	SYNONYM	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Callionymidae	8511	Callionymus	2333601	Callionymus bairdi	2386771	LC"						
"2433295	Macrotus waterhousii Gray"	" 1843	2433295	Macrotus waterhousii Gray"	" 1843	32	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Phyllostomidae	9366	Macrotus	2433294	Macrotus waterhousii	2433295	LC"						
"2497921	Tyto alba (Scopoli"	" 1769)	2497921	Tyto alba (Scopoli"	" 1769)	150	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Tytonidae	5292	Tyto	2497905	Tyto alba	2497921	LC"						
"2643046	Caulerpa ashmeadii Harv.	2643046	Caulerpa ashmeadii Harv.	1	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Caulerpaceae	4674	Caulerpa	2642861	Caulerpa ashmeadii	2643046	NE"								
"4304957	Cyclopilsbrya Bartsch"	" 1942	4304957	Cyclopilsbrya Bartsch"	" 1942	50	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Architaenioglossa	455	Neocyclotidae	4609630	Cyclopilsbrya	4304957			"						
"5719923	Heterorhabdus caribbeanensis Park"	" 1970	5719923	Heterorhabdus caribbeanensis Park"	" 1970	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Hexanauplia	9421786	Calanoida	679	Heterorhabdidae	4960	Heterorhabdus	2115527	Heterorhabdus caribbeanensis	5719923	NE"						
"6496730	Cosmotriphora ornata (Deshayes"	" 1832)	6496730	Cosmotriphora ornata (Deshayes"	" 1832)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Triphoridae	2660	Cosmotriphora	2299154	Cosmotriphora ornata	6496730	NE"						
"9457155	Gallus gallus f. domesticus	9457155	Gallus gallus f. domesticus	17	FORM	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Gallus	2473720	Gallus gallus	9326020	"								
"6759	Eulimidae	6759	Eulimidae	2	FAMILY	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Eulimidae	6759					"								
"1151288	Curtomerus flavus (Fabricius"	" 1775)	1151288	Curtomerus flavus (Fabricius"	" 1775)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Curtomerus	1151279	Curtomerus flavus	1151288	NE"						
"2114872	Mimocalanus crassus Park"	" 1970	2114872	Mimocalanus crassus Park"	" 1970	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Hexanauplia	9421786	Calanoida	679	Spinocalanidae	9055	Mimocalanus	2114867	Mimocalanus crassus	2114872	NE"						
